time		x		y		vx		vy		KineticEnergy		PotentialEnergy
0		-4.25663		-2.8682		0.0111828		0.0208074		2.790011949e-07		0
0.01001001001		-4.256452605		-2.867946843		0.0236230954		0.02918968297		7.050441142e-07		-0.007691876362
0.02002002002		-4.25615387		-2.867612699		0.03606529893		0.0375728935		1.356214056e-06		-0.007692527754
0.03003003003		-4.255730577		-2.867194633		0.04851015453		0.04595750276		2.232663576e-06		-0.007693404641
0.04004004004		-4.255182695		-2.866692629		0.06095839256		0.05434400254		3.334598118e-06		-0.00769450723
0.05005005005		-4.254510188		-2.866106665		0.07341074444		0.06273288525		4.662276146e-06		-0.007695835779
0.06006006006		-4.253713011		-2.865436715		0.08586794291		0.07112464411		6.21600931e-06		-0.007697390598
0.07007007007		-4.25279111		-2.864682748		0.09833072225		0.07951977328		7.99616264e-06		-0.007699172054
0.08008008008		-4.251744428		-2.863844728		0.1107998185		0.08791876803		1.000315478e-05		-0.007701180564
0.09009009009		-4.250572896		-2.862922613		0.1232759698		0.09632212493		1.223745824e-05		-0.007703416602
0.1001001001		-4.24927644		-2.861916357		0.1357599165		0.104730342		1.469959973e-05		-0.007705880695
0.1101101101		-4.247854979		-2.860825909		0.1482524015		0.1131439187		1.739016045e-05		-0.007708573424
0.1201201201		-4.246308424		-2.859651213		0.1607541704		0.1215633566		2.030977649e-05		-0.007711495426
0.1301301301		-4.244636678		-2.858392208		0.1732659719		0.1299891589		2.345913922e-05		-0.007714647393
0.1401401401		-4.242839636		-2.857048828		0.1857885579		0.1384218309		2.683899576e-05		-0.007718030074
0.1501501502		-4.240917187		-2.855621		0.1983226837		0.1468618805		3.045014941e-05		-0.007721644272
0.1601601602		-4.238869212		-2.85410865		0.2108691087		0.1553098177		3.429346024e-05		-0.007725490849
0.1701701702		-4.236695583		-2.852511695		0.223428596		0.1637661552		3.836984555e-05		-0.007729570724
0.1801801802		-4.234396167		-2.850830048		0.2360019131		0.1722314086		4.268028055e-05		-0.007733884872
0.1901901902		-4.23197082		-2.849063618		0.2485898322		0.1807060964		4.722579896e-05		-0.00773843433
0.2002002002		-4.229419394		-2.847212309		0.26119313		0.1891907402		5.200749367e-05		-0.007743220191
0.2102102102		-4.226741729		-2.845276016		0.2738125886		0.1976858651		5.702651747e-05		-0.007748243611
0.2202202202		-4.22393766		-2.843254634		0.2864489954		0.2061919996		6.228408382e-05		-0.007753505805
0.2302302302		-4.221007014		-2.841148048		0.2991031433		0.2147096759		6.778146763e-05		-0.007759008049
0.2402402402		-4.217949609		-2.838956142		0.3117758314		0.2232394301		7.35200061e-05		-0.007764751684
0.2502502503		-4.214765256		-2.83667879		0.3244678649		0.2317818024		7.950109965e-05		-0.007770738111
0.2602602603		-4.211453756		-2.834315865		0.3371800556		0.2403373374		8.57262128e-05		-0.007776968797
0.2702702703		-4.208014904		-2.831867232		0.3499132219		0.248906584		9.219687521e-05		-0.007783445275
0.2802802803		-4.204448486		-2.82933275		0.3626681896		0.2574900961		9.891468267e-05		-0.007790169143
0.2902902903		-4.20075428		-2.826712275		0.3754457919		0.2660884321		0.0001058812982		-0.007797142065
0.3003003003		-4.196932054		-2.824005655		0.3882468698		0.2747021559		0.0001130984532		-0.007804365778
0.3103103103		-4.19298157		-2.821212732		0.4010722723		0.2833318366		0.0001205679486		-0.007811842083
0.3203203203		-4.188902579		-2.818333346		0.4139228569		0.2919780487		0.0001282916562		-0.007819572855
0.3303303303		-4.184694826		-2.815367326		0.4267994899		0.3006413727		0.0001362715198		-0.007827560042
0.3403403403		-4.180358045		-2.812314499		0.4397030467		0.3093223951		0.0001445095567		-0.007835805662
0.3503503504		-4.175891962		-2.809174685		0.4526344122		0.3180217086		0.0001530078591		-0.007844311812
0.3603603604		-4.171296295		-2.805947698		0.4655944811		0.3267399124		0.0001617685956		-0.007853080661
0.3703703704		-4.166570751		-2.802633346		0.4785841583		0.3354776124		0.0001707940125		-0.00786211446
0.3803803804		-4.16171503		-2.79923143		0.4916043595		0.3442354217		0.0001800864359		-0.007871415536
0.3903903904		-4.156728822		-2.795741746		0.5046560111		0.3530139605		0.0001896482729		-0.007880986301
0.4004004004		-4.151611807		-2.792164083		0.5177400511		0.3618138565		0.0001994820136		-0.007890829245
0.4104104104		-4.146363656		-2.788498225		0.5308574292		0.3706357453		0.0002095902329		-0.007900946947
0.4204204204		-4.14098403		-2.784743948		0.5440091075		0.3794802705		0.0002199755924		-0.00791134207
0.4304304304		-4.135472583		-2.780901023		0.5571960607		0.3883480842		0.0002306408423		-0.007922017367
0.4404404404		-4.129828954		-2.776969212		0.5704192763		0.3972398471		0.0002415888235		-0.00793297568
0.4504504505		-4.124052777		-2.772948273		0.5836797558		0.4061562288		0.0002528224698		-0.007944219945
0.4604604605		-4.118143674		-2.768837956		0.5969785146		0.4150979083		0.0002643448102		-0.007955753193
0.4704704705		-4.112101255		-2.764638004		0.6103165825		0.4240655741		0.000276158971		-0.007967578551
0.4804804805		-4.105925124		-2.760348155		0.6236950045		0.4330599248		0.0002882681785		-0.007979699247
0.4904904905		-4.099614869		-2.755968136		0.6371148409		0.442081669		0.0003006757613		-0.007992118609
0.5005005005		-4.093170072		-2.751497671		0.6505771683		0.4511315263		0.000313385153		-0.008004840074
0.5105105105		-4.086590301		-2.746936474		0.6640830797		0.460210227		0.0003263998949		-0.008017867184
0.5205205205		-4.079875115		-2.742284253		0.6776336855		0.4693185128		0.0003397236391		-0.00803120359
0.5305305305		-4.073024061		-2.737540708		0.6912301136		0.4784571374		0.0003533601511		-0.00804485306
